series_id,series_name,price_range,price_unit,online_date,cover_url
5162,欧萌达,12.99-12.99,万,2025-02-26,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e808c50f5aa946ceb93ff4ec14c8ad63~tplv-resize:640:0.png?psm=motor.car_page.go_api
5322,smart精灵#1,15.49-28.49,万,2025-02-26,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dad492c3ddc34896a63eaae36bf9f89f~tplv-resize:640:0.png?psm=motor.car_page.go_api
2984,大通G50,8.68-14.98,万,2025-02-26,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3a2183c860de4a0f9212241567872bb6~tplv-resize:640:0.png?psm=motor.car_page.go_api
8965,星纪元ES,15.28-29.99,万,2025-02-25,http://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f1348f86586a47cb9bca81358f233a52~tplv-resize:640:0.png?psm=motor.car_page.go_api
9224,宝马i5,43.99-53.99,万,2025-02-25,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/11076f99f1a44da590f50844645138d7~tplv-resize:640:0.png?psm=motor.car_page.go_api
547,普拉多,44.98-55.98,万,2025-02-25,http://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/497f52d1db1740f1b91746f1b6b65de2~tplv-resize:640:0.png?psm=motor.car_page.go_api
415,迈腾,17.49-24.69,万,2025-02-25,http://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/af209a0bc7a548a89dc86b1062cac9c7~tplv-resize:640:0.png?psm=motor.car_page.go_api
6343,好运,6.99-8.98,万,2025-02-25,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/97b9e3a5a7024624b526b5da66f18040~tplv-resize:640:0.png?psm=motor.car_page.go_api
9635,猎手,13.99-21.69,万,2025-02-24,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5c5f6ad9ad1b4099bdfbcb771507008e~tplv-resize:640:0.png?psm=motor.car_page.go_api
2794,瑞虎8,10.99-15.99,万,2025-02-24,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d021bb41298c4273b67003fdef0e146b~tplv-resize:640:0.png?psm=motor.car_page.go_api
1418,依维柯得意,9.29-15.89,万,2025-02-24,http://p3-dcd.byteimg.com/img/motor-mis-img/25d7dd0b2bb09dcb4cc99df8f4053a30~tplv-resize:640:0.png?psm=motor.car_page.go_api
5322,smart精灵#1,15.49-28.49,万,2025-02-26,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dad492c3ddc34896a63eaae36bf9f89f~tplv-resize:640:0.png?psm=motor.car_page.go_api
2984,大通G50,8.68-14.98,万,2025-02-26,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3a2183c860de4a0f9212241567872bb6~tplv-resize:640:0.png?psm=motor.car_page.go_api
8965,星纪元ES,15.28-29.99,万,2025-02-25,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f1348f86586a47cb9bca81358f233a52~tplv-resize:640:0.png?psm=motor.car_page.go_api
9224,宝马i5,43.99-53.99,万,2025-02-25,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/11076f99f1a44da590f50844645138d7~tplv-resize:640:0.png?psm=motor.car_page.go_api
547,普拉多,44.98-55.98,万,2025-02-25,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/497f52d1db1740f1b91746f1b6b65de2~tplv-resize:640:0.png?psm=motor.car_page.go_api
415,迈腾,17.49-24.69,万,2025-02-25,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/af209a0bc7a548a89dc86b1062cac9c7~tplv-resize:640:0.png?psm=motor.car_page.go_api
6343,好运,6.99-8.98,万,2025-02-25,http://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/97b9e3a5a7024624b526b5da66f18040~tplv-resize:640:0.png?psm=motor.car_page.go_api
9635,猎手,13.99-21.69,万,2025-02-24,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5c5f6ad9ad1b4099bdfbcb771507008e~tplv-resize:640:0.png?psm=motor.car_page.go_api
2794,瑞虎8,10.99-15.99,万,2025-02-24,http://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d021bb41298c4273b67003fdef0e146b~tplv-resize:640:0.png?psm=motor.car_page.go_api
1418,依维柯得意,9.29-15.89,万,2025-02-24,http://p3-dcd.byteimg.com/img/motor-mis-img/25d7dd0b2bb09dcb4cc99df8f4053a30~tplv-resize:640:0.png?psm=motor.car_page.go_api
24934,风云T8,10.39-15.09,万,2025-02-22,http://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/3f0f027673a34e259b2cacbeb23eef03~tplv-resize:640:0.png?psm=motor.car_page.go_api
4499,五菱宏光MINIEV,3.28-9.99,万,2025-02-22,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/de7a9eb4f0ee44249fd9f8d53837e2d7~tplv-resize:640:0.png?psm=motor.car_page.go_api
5312,坦克400,24.98-26.48,万,2025-02-22,http://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/db633cf9b7104f70b8df6e51164d4b7f~tplv-resize:640:0.png?psm=motor.car_page.go_api
3365,奕炫,6.49-10.68,万,2025-02-21,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5e77459f25cb406eba917663f21730d7~tplv-resize:640:0.png?psm=motor.car_page.go_api
4205,睿行EM60,7.09-17.29,万,2025-02-21,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/32f2c4059f744efa84cc196bea5f82e0~tplv-resize:640:0.png?psm=motor.car_page.go_api
2972,睿行EM80,7.49-19.28,万,2025-02-21,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c97d86aaca3742749f23052cd0f4cd85~tplv-resize:640:0.png?psm=motor.car_page.go_api
10022,悦也Plus,9.38-10.38,万,2025-02-21,http://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a328bf67b5d04e408c86069c85668e73~tplv-resize:640:0.png?psm=motor.car_page.go_api
4272,零跑T03,5.99-6.99,万,2025-02-21,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/464986d3ad5845e9aac85a6960479de0~tplv-resize:640:0.png?psm=motor.car_page.go_api
8884,豹5,23.98-32.98,万,2025-02-21,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5c571ad2442d4a2dafbe901bc1d83984~tplv-resize:640:0.png?psm=motor.car_page.go_api
2841,铃拓,11.58-19.98,万,2025-01-29,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f1d0f81a07604e7e999fa1db5c86ea9e~tplv-resize:640:0.png?psm=motor.car_page.go_api
5244,捷途大圣,9.39-12.99,万,2025-01-24,http://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1eee229af39646499f1cd986e4d3a0a0~tplv-resize:640:0.png?psm=motor.car_page.go_api
1938,捷途X70,10.69-12.28,万,2025-01-24,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/64b7afd43bc94a05bb198142d138fb63~tplv-resize:640:0.png?psm=motor.car_page.go_api
5082,捷途X90 PLUS,10.19-13.19,万,2025-01-24,http://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/eb3bdb7e45f344fdbbc7eafa143de19a~tplv-resize:640:0.png?psm=motor.car_page.go_api
9261,纳米01,6.58-10.18,万,2025-01-24,http://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/add1c9822ff64d33972dc6b825c026e1~tplv-resize:640:0.png?psm=motor.car_page.go_api
5525,芒果Pro,5.39-5.39,万,2025-01-23,http://p3-dcd.byteimg.com/img/motor-mis-img/006d1d65e748edc14d9f95a07b4d7281~tplv-resize:640:0.png?psm=motor.car_page.go_api
20070,克慕勒阿尔法,79.80-138.80,万,2025-01-22,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0f20f4942e1c43129f7d5a90474875c8~tplv-resize:640:0.png?psm=motor.car_page.go_api
3030,锐骐6,9.18-14.59,万,2025-01-22,http://p3-dcd.byteimg.com/img/motor-mis-img/f8de7891b0fa75b3114ab605188e4cb5~tplv-resize:640:0.png?psm=motor.car_page.go_api
4780,捷途X70 PLUS,10.29-16.58,万,2025-01-22,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e59f5d27665648eab86025ff199b4068~tplv-resize:640:0.png?psm=motor.car_page.go_api
5589,大将军F9,8.98-19.88,万,2025-01-21,http://p9-dcd.byteimg.com/img/motor-mis-img/1f7b85a00a5392aa13a2a35726804be3~tplv-resize:640:0.png?psm=motor.car_page.go_api
6305,凯翼昆仑iHD,10.99-21.98,万,2025-01-21,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b23daeb884224c29bfd6c1c82ba6db1e~tplv-resize:640:0.png?psm=motor.car_page.go_api
8967,星途瑶光C-DM,15.99-21.99,万,2024-12-31,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0acf97c1779c48eca49c196b98125d89~tplv-resize:640:0.png?psm=motor.car_page.go_api
1213,新途V80,9.58-23.96,万,2024-12-31,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/278e1533a8774685bb9e0c3b96bc4ca1~tplv-resize:640:0.png?psm=motor.car_page.go_api
8974,探索06 C-DM,11.99-13.99,万,2024-12-30,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5b5de2d942db4250b96fe9dac480498b~tplv-resize:640:0.png?psm=motor.car_page.go_api
222,奔驰E级(进口),45.92-56.42,万,2024-12-30,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe27de054dff4b4ab7c2340c04a4ce24~tplv-resize:640:0.png?psm=motor.car_page.go_api
5306,深蓝SL03,11.99-16.39,万,2024-12-30,http://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/941ff7aacb454240beedcaab5617960c~tplv-resize:640:0.png?psm=motor.car_page.go_api
5887,锐胜王牌EM7,8.28-22.28,万,2024-12-27,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/37620bc5aa0549279ee9d3e0ee8e3ff6~tplv-resize:640:0.png?psm=motor.car_page.go_api
146,宝马5系,43.99-52.59,万,2024-12-27,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7b93075a83174181aef306f24f5999ba~tplv-resize:640:0.png?psm=motor.car_page.go_api
9707,蔚来ET9,78.80-80.80,万,2024-12-26,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/85aac8869974493389b233359e0cdec0~tplv-resize:640:0.png?psm=motor.car_page.go_api
5843,腾势D9 DM,33.98-60.06,万,2024-12-26,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/257a11ae6dd04cf7804d49fe09dc826f~tplv-resize:640:0.png?psm=motor.car_page.go_api
5842,腾势D9 EV,34.98-46.98,万,2024-12-26,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6def5aa987874ef49853429bad00c370~tplv-resize:640:0.png?psm=motor.car_page.go_api
5871,创维HT-i,8.98-31.68,万,2024-12-25,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1f797a0102ab4d71ad0d47e960463d35~tplv-resize:640:0.png?psm=motor.car_page.go_api
2875,英仕派,18.28-22.98,万,2024-12-25,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d7caed4d9e9d4433a4b81cf5807faf26~tplv-resize:640:0.png?psm=motor.car_page.go_api
